title,author,pub
Voyage to a stricken land  : four years on the ground reporting from Iraq : a woman's inside story /,"Daniel, Sara.; Holoch, George.","New York : Arcade Pub., 2006"
"Infernal triangle : conflict in Iraq, Afghanistan and the Levant ; eyewitness reports from the September 11 decade /","McGeough, Paul, 1954-","Crows Nest, N.S.W. : Allen & Unwin, 2011"
Sniper one /,"Mills, Dan.","London : Penguin,  2008, 2007"
"American sniper : the autobiography of SEAL Chris Kyle, (USN 1999-2009), the most lethal sniper in U.S. military history /","Kyle, Chris, 1974-2013.; McEwen, Scott.; DeFelice, Jim,, and others","New York : HarperCollins, 2012"
Long rifle : one man's deadly sniper missions in Iraq and Afghanistan /,"LeBleu, Joe.","Guilford, Conn. : Lyons Press, 2009"
"American sniper : the autobiography of SEAL Chris Kyle, (USN 1999-2009), the most lethal sniper in U.S. military history /","Kyle, Chris, 1974-2013.; McEwen, Scott.; DeFelice, Jim,, and others","New York : HarperCollins, 2012"
The Baghdad blog /,Salam Pax.,"London : Atlantic on behalf of Guardian Newspapers, 2003"
Black Knights : on the bloody road to Baghdad /,"Poole, Oliver.","London : HarperCollins,  2004, 2003"
Eight lives down /,"Hunter, Chris.","London : Bantam, 2007"
Hunters : U.S. snipers in the War on Terror /,"Afong, Milo S.","New York : Berkley Caliber, 2010"
American veterans on war : personal stories from World War II to Afghanistan /,"Tripp, Elise Forbes.","Northampton, Mass. : Olive Branch Press, 2011"
The junior officers' reading club : killing time and fighting wars /,"Hennessey, Patrick, 1982-","London : Penguin,  2010, 2009"
A war against truth : an intimate account of the invasion of Iraq /,"Roberts, Paul William.","Berkeley, CA : Raincoast Books, 2005"
Eight lives down : the story of a counter-terrorist bomb-disposal operator's tour in Iraq /,"Hunter, Chris.","London : Bantam, 2007"
For love of a soldier : interviews with military families taking action against the Iraq War /,"Collins, Jane, 1948-","Lanham, MD : Lexington Books, 2008"
Cindy in Iraq : a civilian's year in the war zone /,"Morgan, Cynthia I.","New York : Free Press, 2006"
Rage Company : a Marine's baptism by fire /,"Daly, Thomas P., 1982-","Hoboken, N.J. : Wiley, 2010"
Occupational hazards : my time governing in Iraq /,"Stewart, Rory.","Rearsby : W F Howes,  2007, 2006"
The ballad of Abu Ghraib /,"Gourevitch, Philip, 1961-; Morris, Errol.","New York : Penguin Books,  2009, 2008"
A hundred and one days : a Baghdad journal /,"Seierstad, sne, 1970-","Waterville, Me. : Wheeler Publishing, 2005"
Sniper one /,"Mills, Dan, 1968-","Rearsby : Clipper Large Print, 2008"
"Bankrolling Basra : the incredible story of a part-time soldier, $1 billion and the collapse of Iraq /","Alderson, Andrew.","London : Robinson, 2007"
Hostage in Iraq /,"Kember, N. F.","London : Darton Longman & Todd, 2007"
Deadly blue : battle stories of the U.S. Air Force Special Operations command /,"Pushies, Fred J., 1952-","New York : American Management Assoc., 2009"
Deadly blue : battle stories of the U.S. Air Force Special Operations command /,"Pushies, Fred J., 1952-","New York : American Management Assoc., 2009"
The march up : taking Baghdad with the 1st Marine Division /,"West, Francis J.; Smith, Ray L.","New York, N.Y. : Bantam Books, 2004"
Private soldiers : a year in Iraq with a Wisconsin National Guard Unit /,"Buchholz, Benjamin.","Madison, WI : Wisconsin Historical Society Press, 2007"
Barefoot soldier : the amazing true story of courage under fire /,"Beharry, Johnson, 1980-; Cook, Nick.","London : Sphere,  2007, 2006"
Generation kill : living dangerously on the road to Baghdad with the ultraviolent Marines of Bravo company /,"Wright, Evan.","London : Corgi,  2005, 2004"
"From Baghdad, with love : a marine, the war, and a dog named Lava /","Kopelman, Jay.; Roth, Melinda.","London : Bantam,  2008, 2007"
Barefoot soldier : a story of extreme valour /,"Beharry, Johnson, 1980-; Cook, Nick.","Rearsby : Clipper Large Print, 2007"
Letters from the front lines : Iraq and Afghanistan /,"Platt, Stuart Franklin,; Sigurdson, Duffrey.","Point Roberts, WA : Granville Island Pub., 2006"
In the gray area : a Marine advisor team in Iraq /,"Folsom, Seth W. B., 1972-","Annapolis, MD : Naval Institute Press, 2010"
"Joker one : a Marine platoon's story of courage, leadership, and brotherhood /","Campbell, Donovan.","New York : Random House, 2009"
"Running the war in Iraq : an Australian general, 300,000 troops, the bloodiest conflict of our time /","Molan, Jim, 1950-","Pymble, N.S.W. : HarperCollins Australia, 2008"
"Gulf War nurses : personal accounts of 14 Americans, 1990-1991 and 2003-2010 /","Rushton, Patricia.","Jefferson, N.C. : McFarland, 2011"
"Operation homecoming : Iraq, Afghanistan, and the Home Front, in the words of U.S. troops and their families /","Carroll, Andrew.; Gioia, Dana.","Chicago : University of Chicago Press, 2008"
Chasing ghosts : failures and facades in Iraq : a soldier's perspective /,"Rieckhoff, Paul.","New York : NAL Caliber, 2007"
"The great derangement : a terrifying true story of war, politics, and religion at the twilight of the American empire /","Taibbi, Matt.","New York : Spiegel & Grau, 2009"
My war : killing time in Iraq /,"Buzzell, Colby.","New York : Berkley Caliber : Penguin Group,  2006, 2005"
America's first warriors : Native Americans and Iraq /,"Clevenger, Steven.","Santa Fe : Museum of New Mexico Press, 2010"
Armed action : my war in the skies with 847 Naval Air Squadron /,"Newton, James, 1972-","Rearsby : W.F. Howes Ltd., 2007"
Will they ever trust us again? : letters from the war zone to Michael Moore /,"Moore, Michael, 1954 April 23-","London : Penguin, 2005"
Exit wounds one man's war on terror /,"Cantwell, John.; Bearup, Greg.","Carlton, Vic. : Melbourne University Publishing, 2012"
Chasing ghosts : failures and facades in Iraq : a soldier's perspective /,"Rieckhoff, Paul.","New York : NAL Caliber, 2007"
America's first warriors : Native Americans and Iraq /,"Clevenger, Steven.","Santa Fe : Museum of New Mexico Press, 2010"
Awakening victory : how Iraqi tribes and American troops reclaimed Al Anbar Province and defeated Al Qaeda in Iraq /,"Silverman, Michael E., 1965-","Havertown, Pa. ; Newbury : Casemate, 2011"
"From Baghdad, with love /","Kopelman, Jay.; Roth, Melinda.","London : Bantam, 2007"
Dancing in the no-fly zone : a woman's journey through Iraq /,"Ditmars, Hadani, 1968-","Northampton, Mass. : Olive Branch Press, 2006"
The junior officers' reading club killing time and fighting wars /,"Hennessey, Patrick, 1982-","Rearsby : Clipper Large Print, 2010"
A war against truth : an intimate account of the invasion of Iraq /,"Roberts, Paul William.","Vancouver : Raincoast Books, 2004"
The deserter's tale : why I walked away from the war in Iraq /,"Key, Joshua.; Hill, Lawrence,","Melbourne, Vic. : Text Pub., 2007"
Shooter : the autobiography of the top-ranked Marine sniper /,"Coughlin, Jack.; Kuhlman, Casey.; Davis, Don,","New York : St. Martin's Press, 2006"
A table in the presence /,"Cash, Carey H.","Waterville, Me. : Thorndike Press, 2005"
Fiasco : the American military adventure in Iraq /,"Ricks, Thomas E.","London : Penguin,  2007, 2006"
"Heroes : true stories of amazing bravery from Iraq and Afghanistan - by British medal winners, in their own words /","Collins, Dan.","Rugby : Monday, 2007"
One bullet away : the making of a Marine Officer /,"Fick, Nathaniel.","London : Weidenfeld & Nicolson, 2006"
Warrior : a true story of bravery and betrayal in the Iraq War /,"Henderson, Tam.; Hunt, John,","Edinburgh : Mainstream, 2008"
Thieves of Baghdad : one marine's passion to recover the world's greatest stolen treasures /,"Bogdanos, Matthew.; Patrick, William,","New York, NY : Bloomsbury Pub. : Distributed to the trade by Holtzbrinck Publishers,  2006, 2005"
"The heart of a soldier : a true story of love, war, and sacrifice /","Blaise, Kate, 1976-; White, Dana.","New York, N.Y. : Gotham Books, 2006"
"In foreign fields : heroes of Iraq and Afghanistan, in their own words /","Collins, Dan.","Rugby : Monday,  2008, 2007"
What was asked of us : an oral history of the Iraq War by the soldiers who fought it /,"Wood, Trish.","New York : Back Bay Books,  2007, 2006"
A hundred and one days /,"Seierstad, sne, 1970-; Christophersen, Ingrid.","New York : Basic Books,  2006, 2004"
War heroes : voices from Iraq  /,"Zullo, Allan.","New York : Scholastic, 2009"
Weekend warrior : a territorial soldier's war in Iraq /,"Mervin, Kevin J.","Edinburgh : Mainstream, 2005"
Angel walk : nurses at war in Iraq and Afghanistan /,"Richie-Melvan, Sharon I.; Vines, Diane,","Portland, Or. : Arnica Pub., 2010"
Pathfinder /,"Blakeley, David.","London : Orion, 2012"
American sniper : the autobiography of the most lethal sniper in U.S. military history /,"Kyle, Chris, 1974-2013, author.; DeFelice, Jim,; McEwen, Scott,","New York, NY : William Morrow, an imprint of HarperCollins Publishers, 2013"
Letters from Abu Ghraib /,"Casteel, Joshua.","[Ithaca, NY] : Essay Press, 2008"
One bullet away : the making of a Marine Officer /,"Fick, Nathaniel.","London : Phoenix,  2007, 2006"
War heroes : voices from Iraq ; Battle heroes : voices from Afghanistan /,"Zullo, Allan.; Zullo, Allan.","New York : Scholastic, 2011"
Kaboom : embracing the suck in a savage little war /,"Gallagher, Matt.","London : Bantam Press, 2011"
Rules of engagement : a life in conflict /,"Collins, Tim, 1960-","London : Review,  2006, 2005"
Baghdad burning : girl blog from Iraq /,Riverbend.,"London : Marion Boyars, 2005"
In the company of soldiers : a chronicle of combat in Iraq /,"Atkinson, Rick.","London : Little, Brown, 2004"
"U.S. Marines in Iraq, 2003 : anthology and annotated bibliography :  U.S. Marines in the Global War on terrorism /","Kennedy, Christopher M.","Washington, D.C. : History and Museums Division, United States Marine Corps, 2006"
Heaven in the midst of hell : a Quaker chaplain's view of the war in Iraq /,"Snively, Sheri.","Jamul, Calif. : Raven Oaks Press, 2010"
Bulletproof /,"Croucher, Matt, 1983-; Jobson, Robert.","London : Arrow,  2010, 2009"
Among you : the extraordinary true story of a soldier broken by war /,"Wood, Jake.","Edinburgh : Mainstream Publishing, 2013"
Back in the fight : the explosive memoir of a special operator who never gave up /,"Kapacziewski, Joseph.; Sasser, Charles W.","Waterville, Maine : Thorndike Press, A part of Gale, Cengage Learning, 2013"
Generation kill /,"Wright, Evan.","London : Bantam, 2004"
Maverick 1 /,"Blakeley, David, author.","London : Orion, 2013"
The boys from Baghdad : from the Foreign Legion to the Killing Fields of Iraq /,"Low, Simon.","Edinburgh : Mainstream,  2008, 2007"
Love you more than you know : mothers' stories about sending their sons and daughters to war  /,"Reinart, Janie.; Mayer, Mary Anne.","[Cleveland] : Gray & Company, Publishers, 2009"
"Joker one : a Marine platoon's story of courage, leadership, and brotherhood /","Campbell, Donovan.","New York : Random House,  2010, 2009"
Shooter : the autobiography of the top-ranked Marine sniper /,"Coughlin, Jack, 1966-; Kuhlman, Casey.; Davis, Don,","New York : St. Martin's Paperbacks,  2006, 2005"
The long walk : a story of war and the life that follows /,"Castner, Brian.","New York : Doubleday, 2012"
"I am a soldier, too : the Jessica Lynch story /","Bragg, Rick.","New York : Vintage Books,  2004, 2003"
"From Baghdad, with love : a marine, the war, and a dog named Lava /","Kopelman, Jay.; Roth, Melinda.","Sydney : Pan Macmillan Australia, 2007"
A journal for Jordan : a story of love and honor /,"Canedy, Dana.; King, Charles Monroe,","Sydney : Hachette Australia, 2009"
Red one : a bomb disposal expert on the front line /,"Ivison, Kevin.","London : Phoenix,  2011, 2010"
Will they ever trust us again? : letters from the warzone /,"Moore, Michael, 1954 April 23-","London : Allen Lane, 2004"
Father of money : buying peace in Baghdad /,"Whiteley, Jason, 1977-","Washington, D.C. : Potomac Books, 2011"
Highway to hell : an ex-SAS soldier's account of the extraordinary private army hired to fight in Iraq /,"Geddes, John.","London : Arrow,  2007, 2006"
The Baghdad Blog /,Salam Pax.,"Melbourne, Australia : Text Pub., 2003"
The deserter's tale : the story of an ordinary soldier who walked away from the war in Iraq /,"Key, Joshua.; Hill, Lawrence,","Toronto : House of Anansi, 2007"
Open shutters Iraq /,"Dolberg, Eugenie.","Great Britain : Trolley Ltd., 2010"
"In foreign fields : heroes of Iraq and Afghanistan, in their own words /","Collins, Dan.","[Wolvey, Leicestershire] : Monday Books, 2007"
A journal for Jordan : a story of love and honor /,"Canedy, Dana.; King, Charles Monroe,","New York : Three Rivers Press, 2009"
Forces for Good? : military masculinities and peacebuilding in Afghanistan and Iraq /,"Duncanson, Claire, 1974-","Houndmills, Basingstoke, Hampshire ; New York, NY : Palgrave Macmillan, 2013"
Captivity : 118 days in Iraq and the struggle for a world without war /,"Loney, James.","Toronto : Knopf Canada, 2011"
Red flags : memoir of an Iraqi conscript trapped between enemy lines in the 2003 invasion of Iraq /,"Faris, Amer, 1976-","Jefferson, N.C. : McFarland & Co., 2009"
Distant thunder : a helicopter pilot's letters from war in Iraq and Afghanistan /,"Harward, Don.","London : Grub Street, 2012"
A hundred and one days /,"Seierstad, sne, 1970-","Bath : Paragon, 2006"
Generation kill /,"Wright, Evan.","London : Corgi,  2009, 2004"
The long walk : a story of war and the life that follows /,"Castner, Brian.","London : Doubleday, 2013"
Red flags : memoir of an Iraqi conscript trapped between enemy lines in the 2003 invasion of Iraq /,"Faris, Amer, 1976-","Jefferson, N.C. : McFarland & Co., 2009"
The flying carpet to Baghdad : one woman's fight for two orphans of war /,"Jaber, Hala.","London : Pan Books,  2010, 2009"
I lost my love in Baghdad : a modern war story /,"Hastings, Michael, 1980-","Carlton, Vic. : Melbourne University Pub., 2008"
Hearts and mines : with the Marines in Al Anbar : a story of psychological warfare in Iraq /,"Snyder, Russell","Philadelphia : Casemate, 2012"
Rule number two : lessons I learned in a combat hospital /,"Kraft, Heidi Squier.","New York : Back Bay Books,  2012, 2007"
The deserter's tale : the story of an ordinary soldier who walked away from the ar in Iraq /,"Key, Joshua.; Hill, Lawrence,","New York : Grove Press, 2007"
Baghdad burning : girl blog from Iraq /,Riverbend.,"London : Marion Boyars,  2006, 2005"
Capturing Saddam : the hunt for Saddam Hussein as told by the unlikely interrogator who spearheaded the mission /,"Maddox, Eric.; Seay, Davin.","New York : HarperPaperbacks ; Enfield : Publishers Group UK [distributor], 2009"
The Trident : the forging and reforging of a Navy SEAL leader /,"Redman, Jason, 1975-; Bruning, John R.","New York : Harperluxe, 2013"
"Fallujah, with honor : First Battalion, Eighth Marine's role in Operation Phantom Fury /","Livingston, Gary, 1942-","North Topsail Beach, N.C. : Caisson Press, 2006"
"Abu Ghraib after the scandal : a firsthand account of the 344th Combat Support Hospital, 2005-2006 /","Esposito, Salvatore Anthony, Jr., 1971-","Jefferson, North Carolina : McFarland & Company, Inc., Publishers, 2013"
Dancing in the no-fly zone : a woman's journey through Iraq /,"Ditmars, Hadani.","Vancouver, BC : Raincoast Books, 2005"
The green marine /,"Dale, Graham, 1978-; Fetherstonhaugh, Neil.","Dublin, Ireland : Hachette Books Ireland, 2008"
Marines in the Garden of Eden /,"Lowry, Richard S.","New York : Berkley Caliber,  2007, 2006"
Just another soldier : a year on the ground in Iraq /,"Hartley, Jason Christopher.","New York : Harper ; Enfield : Publishers Group UK [distributor], 2006"
The speed of heat : an airlift wing at war in Iraq and Afghanistan /,"Young, Thomas W., 1962-","Jefferson, N.C. : McFarland, 2008"
"Nubs : the true story of a mutt, a marine & a miracle /","Dennis, Brian, 1971-; Larson, Kirby.; Nethery, Mary.","Boston, MA : National Braille Press, 2009"
Generation kill : living dangerously on the road to Bagdad with the ultraviolent Marines of Bravo Company /,"Wright, Evan.","London : Bantam Press, 2004"
Generation kill : living dangerously on the road to Bagdad with the ultraviolent Marines of Bravo Company /,"Wright, Evan.","London : Bantam Press, 2004"
"Bristol's bastards : in Iraq with the 2nd Battalion, 136th Infantry of Minnesota's National Guard /","Maurstad, Nicholas P., 1985-; Holmstrom, Darwin.","Minneapolis, MN : MBI Pub., 2008"
"Pathfinder : the untold special mission in Iraq : the inside story of the Pathfinders, the bastard son of the SAS /","Blakeley, David.","London : Orion, 2012"
Walking the tiger's path : a soldier's spiritual journey in Iraq /,"Kendel, Paul M.","Denver, Colo. : Tendril Press, 2011"
A war against truth : an intimate account of the invasion of Iraq /,"Roberts, Paul William.","Prahran, Vic. : Hardie Grant, 2004"
Fragments from Iraq : diary of a navy trauma surgeon /,"Stockinger, Zsolt T., 1962-","Jefferson, N.C. : McFarland & Co., 2012"
Letters from Fort Lewis brig : a matter of conscience /,"Benderman, Kevin.; Benderman, Monica.","Guilford, CT : Lyons Press, 2007"
Camera boy : an Army journalist's war in Iraq /,"Minnick, Fred","Ashland, Or. : Hellgate Press, 2009"
Iraq full circle : from shock and awe to the last combat patrol /,"Wright, Darron L.","Oxford, UK : Osprey Publishing, 2012"
American sniper : the autobiography of the most lethal sniper in U.S. military history /,"Kyle, Chris,; McEwen, Scott.","New York : W. Morrow, 2012"
US Marine Corps and RAAF Hornet units of Operation Iraqi Freedom /,"Holmes, Tony.","Oxford : Osprey, 2006"
The deserter's tale : the story of an ordinary soldier who walked away from the ar in Iraq /,"Key, Joshua.; Hill, Lawrence,","New York : Grove Press, 2007"
Fixing hell /,"James, Larry C.; Freeman, Gregory A.","New York : Grand Central ; London : Little, Brown [distributor], 2008"
In the company of soldiers : a chronicle of combat in Iraq /,"Atkinson, Rick.","London : Little, Brown, 2004"
House to house : an epic memoir of war /,"Bellavia, David, 1975-; Bruning, John R.","New York : Pocket Star Books, 2007"
A table in the presence /,"Cash, Carey H.","New York : Ballantine Books,  2005, 2004"
Ambush alley : the most extraordinary battle of the Iraq War /,"Pritchard, Tim (Journalist)","New York : Presidio Press : Ballantine Books, 2005"
Faith in the fog of war /,"Plekenpol, Chris.","Sisters, OR : Multnomah Publishers, 2006"
War in the Garden of Eden : a military chaplain's memoir from Baghdad /,"Wismer, Frank E.","New York : Seabury Books, 2008"
City of widows : an Iraqi woman's account of war and resistance /,"Zangana, Haifa, 1950-","New York : Seven Stories, 2009"
Saving Babylon : the heart of an army interrogator in Iraq /,"Holton, Paul.","Provo, UT : Perihelion Press, 2005"
"Friendly fire : the remarkable story of a journalist kidnapped in Iraq, rescued by an Italian secret service agent, and shot by US forces /","Sgrena, Giuliana.","Chicago, Ill. : Haymarket ; London : Turnaround [distributor], 2007"
"Your troops their stories : hearing before the Committee on Armed Services, House of Representatives, One Hundred Ninth Congress, first session, hearing held, November 3, 2005.    Corp","United States., Congress., House., Committee on Armed Services.","Washington : U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O., 2008"
Baghdad at sunrise : a Brigade Commander's war in Iraq /,"Mansoor, Peter R., 1960-","New Haven, Conn. ; London : Yale University Press,  2009, 2008"
The fighting 69th : one remarkable National Guard unit's journey from Ground Zero to Baghdad /,"Flynn, Sean Michael.","New York : Viking, 2008"
F-16 Fighting Falcon units of Operation Iraqi Freedom /,"Davies, Steve, 1975-; Dildy, Doug.","Oxford : Osprey, 2006"
McCoy's marines : darkside to Baghdad /,"Koopman, John, journalist.","Minneapolis : Zenith Press, 2009"
Baghdad bulletin /,"Enders, David, 1980-","London : Pluto, 2005"
Invasion of Iraq : an eyewitness account /,"Gillespie, Rosemarie.","Melbourne, Australia : Mekamui Publications, 2004"
Soft spots : a marine's memoir of combat and post-traumatic stress disorder /,"Van Winkle, Clint.","New York : Griffin ; Godalming : Melia [distributor],  2010, 2009"
Shooter : the autobiography of the top-ranked Marine sniper /,"Coughlin, Jack.; Kuhlman, Casey.; Davis, Don,","New York : St. Martin's Large Print, 2005"
Magnum! : the wild weasels in Desert Storm /,"Eisel, Braxton.; Schreiner, James A.","Barnsley, UK : Pen & Sword Aviation, 2009"
"Road trip to hell : tabloid tales of Saddam, Iraq and a crazy war /","Hughes, Chris, journalist.","Rugby : Monday, 2006"
"Marines dodging death : sixty-two accounts of close calls in World War II, Korea, Vietnam, Lebanon, Iraq, and Afghanistan /","Simonsen, Robert A.","Jefferson, N.C. : McFarland & Co., 2009"
The long walk : a story of war and the life that follows /,"Castner, Brian.","New York : Anchor Books,  2013, 2012"
Pathfinder : a special forces mission behind enemy lines /,"Blakeley, David, author.","2013, 2012"
HOGs in the shadows : combat stories from Marine snipers in Iraq /,"Afong, Milo S.","New York : Berkley Caliber,  2008, 2007"
Road from Ar Ramadi : the private rebellion of staff sergeant Camilo Meja : an Iraq war memoir /,"Meja, Camilo.","Chicago, Ill. : Haymarket Books, 2008"
Still standing : the story of Ssg. John Kriesel /,"Kriesel, John.; Kosmo, Jim.","Edina, MN : Beaver's Pond Press, 2010"
We got him! : a memoir of the hunt and capture of Saddam Hussein /,"Russell, Steve, 1963-","New York : Pocket Books,  2012, 2011"
Heart of a hawk : [one family's sacrifice & journey toward healing] /,"Tainsh, Deborah H., 1954-","Saint Paul : Elva Resa, 2006"
Under fire : untold stories from the front line of the the Iraq War /,"Jukes, Stephen.; Millership, Peter.","London : Reuters, 2004"
Roughneck Nine One : the extraordinary story of a special forces A-team at war /,"Antenori, Frank.; Halberstadt, Hans.","New York : St. Martin's Griffin,  2007, 2006"
"Breathing the fire : fighting to survive, and get back to the fight /","Dozier, Kimberly.","East Petersburg, PA : Fox Chapel Pub., 2011"
Road hunter in the land between the rivers : disillusioned hearts and minds /,"Lewandowski, James E.","[S.l.] : Prairie Hills Pub., 2007"
My miracle marine : the story of three-time purple heart recipient LCPL. John McClellan /,"McClellan, Connie.","Columbia, MO : Divine Word Pub., 2008"
Hostage in Iraq /,"Kember, Norman, 1931-","Toronto : J. Lorimer, 2007"
"Returning son : from Bagdad, Kentucky to Baghdad, Iraq (and back) /","Shepherd, Dennis W.","Bloomington, Ind. : AuthorHouse, 2003"
"Trigger men : shadow team, spider-man, the magnificent bastards, and the American combat sniper /","Halberstadt, Hans.","New York : St. Martin's Press,  2009, 2008"
Battlefields & blessings : stories of faith and courage from the war in Iraq & Afghanistan /,"Cook, Jane Hampton.; Green, Jocelyn.; Croushorn, John.","Chattanooga, Tenn. : God and Country Press, 2009"
From Baghdad to America : life after war for a marine and his rescued dog /,"Kopelman, Jay.","New York : Skyhorse Pub., 2010"
"Warlord : broken by war, saved by grace /","Pantano, Ilario.; McConnell, Malcolm.","New York : Pocket Books, 2011"
Faith under fire : an Army chaplain's memoir /,"Benimoff, Roger.; Conant, Eve.","New York : Three Rivers Press,  2010, 2009"
Unremarried widow : a memoir /,"Henderson, Artis.","New York : Simon & Schuster, 2013"
Roughneck Nine-One : the extraordinary story of a special forces A-team at war /,"Antenori, Frank.; Halberstadt, Hans.","New York : St. Martin's Paperbacks,  2011, 2006"
Will they ever trust us again? : letters from the war zone to Michael Moore /,"Moore, Michael,","Camberwell, Vic. : Penguin Books, 2004"
Baghdad bulletin : dispatches on the American occupation /,"Enders, David, 1980-","Ann Arbor : University of Michigan Press,  2006, 2005"
Heroes among us : firsthand accounts of combat from America's most decorated warriors in Iraq and Afghanistan /,"Larson, Chuck.","New York, N.Y. : NAL Caliber,  2009, 2008"
Baghdad ER : fifteen minutes /,"Baker, Todd, M.D.","Branson, MO : Grey Fox Publishing, 2011"
Dust to dust : a memoir /,"Busch, Benjamin, 1912-1989.","New York : Ecco ; Enfield : Publishers Group UK [distributor], 2013"
War for profit : Army contracting vs. supporting the troops /,"Smith, Charles M., CPCM.","New York : Algora Pub., 2012"
"Joker One : a Marine platoon's story of courage, leadership, and brotherhood /","Campbell, Donovan.","New York : Random House Trade Paperbacks, 2010"
I lost my love in Baghdad : a modern war story /,"Hastings, Michael, 1980-","New York : Scribner,  2010, 2008"
American sniper : the autobiography of the most lethal sniper in U.S. military history /,"Kyle, Chris, 1974-2013.; McEwen, Scott.; DeFelice, Jim,","New York : Harper,  2013, 2012"
Barefoot soldier /,"Beharry, Johnson, 1980-; Cook, Nick.","London : Sphere,  2007, 2006"
Road hunter in the land between the rivers : disillusioned hearts and minds /,"Lewandowski, James E.","[S.l. s.n.,] 2007"
Iraq : providing hope /,"Holmes, Eric.","Allen, Tex. : Timberwolf Press, 2005"
"""I am my brother's keeper"" : journal of a gunny in Iraq /","Doran, J. K.","North Topsail Beach, NC : Caisson Press, 2005"
Shooter : combat from behind the camera /,"Pearsall, Stacy.; Davis, Ellie Maas.","Guilford, Conn. : Lyons Press, 2013"
"I am a soldier, too : the Jessica Lynch story /","Bragg, Rick.","New York : Alfred A. Knopf, 2003"
Blood stripes : the grunt's view of the war in Iraq /,"Danelo, David J.; Pressfield, Steven.","Mechanicsburg, PA : Stackpole Books, 2006"
American sniper : the autobiography of the most lethal sniper in U.S. military history /,"Kyle, Chris, 1974-2013, author.; McEwen, Scott,; DeFelice, Jim,","New York, N.Y. : HarperLuxe, 2013"
Sniper one : on scope and under siege with a sniper team in Iraq /,"Mills, Dan, 1968-","New York : St. Martin's Paperbacks,  2011, 2007"
"Over there : from the Bronx to Baghdad, two months in the life of a reluctant reporter /","Feuer, Alan, 1971-","Washington, D.C. : Counterpoint ; London : Perseus Running [distributor], 2005"
The grey line /,"Scott, Jo Metson","Stockport, England : Dewi Lewis Publishing, 2013"
On the frontline : true stories of outstanding bravery by British Forces in Iraq and Afghanistan /,"Cawthorne, Nigel, 1951-","London : John Blake,  2009, 2007"
The green marine /,"Dale, Graham.; Fetherstonhaugh, Neil.","Dublin : Hachette Books Ireland,  2009, 2008"
Memoirs from Babylon : a combat chaplain's life in Iraq's triangle of death /,"Bryan, Jeffery.","La Vergne, TN : Combat Chaplain Ministries, 2011"
One bullet away : the making of a marine officer /,"Fick, Nathaniel.","London : Weidenfeld & Nicolson, 2005"
Ambush alley : the most extraordinary battle of the Iraq War /,"Pritchard, Tim, journalist.","New York : Presidio Press/Ballantine Books,  2007, 2005"
One bullet away : the making of a marine officer /,"Fick, Nathaniel.","London : Weidenfeld & Nicolson, 2005"
Ambush alley : the most extraordinary battle of the Iraq War /,"Pritchard, Tim, journalist.","New York : Presidio Press/Ballantine Books,  2007, 2005"
Ambush alley : the most extraordinary battle of the Iraq War /,"Pritchard, Tim (Journalist)","New York : Ballantine Books,  2006, 2005"
The flying carpet of small miracles : a woman's fight to save two orphans /,"Jaber, Hala.","Toronto : Viking Canada, 2009"
Long rifle : a sniper's story in Iraq and Afghanistan /,"LeBleu, Joe.","New York : Lyons ; Bath : Manning Partnership [distributor], 2009"
Kaboom : embracing the suck in a savage little war /,"Gallagher, Matt.","London : Corgi,  2012, 2011"
Barefoot soldier : a story of extreme valour /,"Beharry, Johnson, 1980-; Cook, Nick.","Rearsby [England] : W F Howes, 2007"
Losing small wars : British military failure in Iraq and Afghanistan /,"Ledwidge, Frank.","New Haven, Conn. ; London : Yale University Press,  2012, 2011"
Eight lives down : the most dangerous job in the world in the most dangerous place in the world /,"Hunter, Chris.","New York : Delta,  2009, 2007"
"Friendly fire : the remarkable story of a journalist kidnapped in Iraq, rescued by an Italian secret service agent, and shot by U.S. forces /","Sgrena, Giuliana.; Keach, William,","Chicago, Ill. : Haymarket Books : Distributed to the trade by Consortium Book Sales and Distribution, 2006"
Armed action : my war in the skies with 847 Naval Air Squadron /,"Newton, James, 1972-","Rearsby : Clipper Large Print, 2007"
"Satish Jacob from Hotel Palestine, Baghdad : pages from a war diary /","Jacob, Satish.","New Delhi : Roli Books, 2003"
"Tell them I didn't cry : a young journalist's story of joy, loss, and survival in Iraq /","Spinner, Jackie.; Spinner, Jenny.","New York : Scribner,  2007, 2006"
Beyond 9/11 : portraits of resilience /,"Grob, Marco.","New York, N.Y. : Time Home Entertainment, 2011"
How America lost Iraq /,"Glantz, Aaron.","New York : Jeremy P. Tarcher/Penguin,  2006, 2005"
Inside the hero /,"Shaw, Jill.","Shrewsbury : QP, 2009"
Sniper one : on scope and under siege with a sniper team in Iraq /,"Mills, Dan, 1968-","New York : St. Martin's Griffin,  2009, 2007"
Kaboom : embracing the suck in a savage little war /,"Gallagher, Matt.","New York : Da Capo Press,  2011, 2010"
Paradise general : riding the surge at a combat hospital in Iraq /,"Hnida, Dave.","New York : Simon & Schuster, 2011"
From basic to Baghdad : a soldier writes home /,"Hogan, J. B.","Chesworld, DE : Brave Ideas, 2005"
Sergeant Rex : the unbreakable bond between a Marine and his military working dog /,"Dowling, Mike C., 1979-","New York : Atria Books,  2012, 2011"
Made a difference for that one : a surgeon's letters home from Iraq /,"Coppola, Christopher P.; Coppola, Meredith.","New York : iUniverse, 2005"
